label,translation
Plato's esoteric doctrines,Le doctrine ésotérique de Platon
unwritten doctrines of Plato,doctrine non écrire de Platon
K LOVE Radio Station,Station de radio K LOVE
K-LOVE Radio Station,Station de radio K-LOVE
Illness as Metaphor,Le maladie comme métaphore
Autonomous decentralized Transport Operation control System,Système de contrôle d de transport décentraliser autonome
It's Kind of a Funny Story,C un peu drôle d
Instituto Tecnológico de Aeronáutica,Instituto Tecnológico de Aeronáutica
Instituto Tecnologico de Aeronautica,Institut Tecnologico de Aeronautica
Aeronautics Institute of Technology,Institut de technologie de l
earnings replacement benefit,prestation de remplacement de revenu
full-frame digital SLR,reflex numérique plein cadre
criminal conversion,conversion criminel
Bodens fästning,Boden fästning
Demonstrations and protests against Stuttgart 21,Manifestation et manifestation contre Stuttgart 21
specialist organism,organisme spécialisé
specialist species,espèce spécialiser
government-sponsored enterprise,entreprise parrainer par le gouvernement
launch game,jeu de lancement
launch games,jeu de lancement
launch video game,jeu vidéo de lancement
launch video games,Lancer un jeu vidéo
launch title,titre de lancement
launch titles,titre de lancement
release game,jeu de libération
release games,jeu de sortie
1983–84 in English football,1983-84 en football angler
1983-84 in English football,1983-84 en football angler
surplus labour,main-d excédentaire
Polish People's Party "Piast",Parti populaire polonais "Piast"
Hyundai i30,Hyundai i30
The Awakening (Chopin novel),Le Réveil (roman Chopin)
University of Technology,Université de technologie
University of Technology  Jamaica,Université de technologie Jamaïqu
FA Women's Premier League National Division,FA Women Premier League Division national
1999 Nigerian presidential election,Élection présidentiel nigérian de 1999
Nigerian presidential election  1999,Élection présidentiel nigérian de 1999
Holden HR,RH de Holden
capital punishment in Israel,Le peine capital en Israël
1995 Major League Baseball season,Saison 1995 de le Ligue majeur de baseball
1983 Major League Baseball season,Saison 1983 de le Ligue majeur de baseball
IndoMobil Group,Groupe IndoMobil
2009 Major League Baseball draft,Repêchage de le Ligue majeur de baseball 2009
2009 MLB Draft,Projet de le MLB 2009
1997 ICC Trophy,Trophée ICC 1997
Christmas in Sweden,Noël en Suède
Softricity SoftGrid,Softricité softgrid
Communist Party of Bolivia,Parti communiste de Bolivie
July 1981 Iranian presidential election,Élection présidentiel iranien de juillet 1981
Iranian presidential election  July 1981,Élection présidentiel iranien de juillet 1981
October 1981 Iranian presidential election,Élection présidentiel iranien d 1981
Iranian presidential election  October 1981,Élection présidentiel iranienne octobre 1981
Karius and Bactus,Karius et Bactus
PDC World Cup of Darts,PDC Coupe de monde de fléchette
The Cash Converters World Cup of Darts,Le Coupe de Monde de Fléchettes Cash Converters
Betway World Cup of Darts,Coupe de Monde de Fléchettes Betway
List of Kia design and manufacturing facilities#Kia Motors Manufacturing Georgia,Liste de installation de conception et de fabrication de Kia#Kia Motors Manufacturing Georgia
Alastalon salissa,Alastalon salissa
Central Bank of Iraq,Banque central d
Type 95 reconnaissance car,Voiture de reconnaissance de type 95
Type 95 scout car,Voiture de scout de type 95
Type 95 car,Type 95 voiture
Yonki car,Voiture Yonki
Daruma car,Voiture Daruma
Olympic skeet,Broche olympique
A406 road,Route A406
Lexus IS F,Lexu F
linear time-invariant system,système linéaire invarier dans le temps
LTI system theory,Théorie de système LTI
LTI system,Système LTI
linear time-invariant theory,théorie linéaire invariante dans le temps
Instrumentation and control engineering,Ingénierie de l et de contrôle
Geometric modeling kernel,Noyau de modélisation géométrique
1964 NFL Championship Game,Match de championnat de le NFL 1964
applied statistics,statistique appliquer
applied stats,stat appliquer
Fountain of Tears in Bakhchisaray Palace,Fontaine de larme au palais de Bakhchisaray
1957 Guerrero earthquake,Séisme de 1957 au Guerrero
capital punishment in Romania,Le peine capital en Roumanie
flight figure,figure de vol
Hitler's Pope,Pape d
1993 NASCAR Winston Cup Series,Série NASCAR Winston Cup 1993
1999–2000 in English football,1999–2000 en football angler
1999-2000 in English football,1999-2000 en football angler
Royal College of Obstetricians and Gynaecologists,Collège royal de obstétricien et gynécologue
British College of Obstetricians and Gynaecologists,Collège britannique de obstétricien et gynécologue
Interstate 44 in Oklahoma,Interstate 44 en Oklahoma
sour milk cheese,fromage au lait aigre
acid-set cheese,fromage à base d
Reading Lolita in Tehran,Lire Lolita à Téhéran
Cakes and Ale,Gâteaux et bière
City Theater of Tehran,Théâtre de le ville de Téhéran
Isles of Scilly Football League,Ligue de football de île Scilly
The Law of Nations,Le droit de nation
Ukraine at the Paralympics,L à Jeu paralympique
Republican Party of Labour and Justice,Parti républicain de travail et de le justice
Interstate 40 in North Carolina,Interstate 40 en Caroline de Nord
1994–95 in English football,1994–95 en football angler
1994-95 in English football,1994-95 en football angler
traditionalist conservatism,conservatisme traditionaliste
Classical conservatism,Le conservatisme classique
New conservatism,Nouveau conservatisme
Traditional conservatism,Conservatisme traditionnel
abstract unit of production,unité de production abstraire
1996–97 in English football,1996-97 en football angler
1996-97 in English football,1996-97 en football angler
Autorità Garante della Concorrenza e del Mercato,Autorità Garante della Concorrenza e del Mercato
Kolej Universiti Kejuruteraan dan Teknologi Malaysia,Kolej Universiti Kejuruteraan dan Teknologi Malaisie
University of Malaysia,Université de Malaisie
University College of Engineering & Technology Malaysia,Collège universitaire d et de technologie Malaisie
Legal culture,Culture juridique
U.S. Route 50 in Utah,U.S. Route 50 dans l
Federation of German Consumer Organisations,Fédération de organisation de consommateur allemand
1998–99 in English football,1998-99 en football angler
1998-99 in English football,1998-99 en football angler
The Intelligence of Dogs,L de chien
The Moomins and the Great Flood,Le Moomin et le grand déluge
Elections according to customs and traditions,Élection selon le coutume et le tradition
1989–90 Whitbread Round the World Race,1989-1990 Tour de monde Whitbread
1989-90 Whitbread Round the World Race,1989-90 Tour de monde Whitbread
Kipper the Dog,Kipper le chien
Lady Audley's Secret,Le Secret de Lady Audley
The Deep End of the Ocean,Le fin fondre de l
City of Thieves,Le ville de voleur
Samsung SM3 Z.E.,Samsung SM3 Z.E.
A Pair of Blue Eyes,Un paire d bleu
Vystrel course,Parcours Vystrel
Indonesia University of Education,Université de l d
20th century literature,Littérature de xx siècle
literature of the 20th century,littérature de xx siècle
twentieth century literature,Littérature de xx siècle
SAP Business One,SAP Business On
Singapore style noodles,Nouille à le singapourien
1994 IndyCar season,Saison 1994 de indycar
Nissan 240SX,Nissan 240SX
Department of Environment and Natural Resources,Ministère de l et de Ressource naturel
Thank You for Smoking,Merci de fumer
Diary of a Wimpy Kid,Journal d enfant Wimpy
Mythology: Timeless Tales of Gods and Heroes,Mythologie : Conte intemporel de dieu et de héros
2010 South Carolina gubernatorial election,Élection de gouverneur de le Caroline de Sud de 2010
Jamaat-e-Islami Kashmir,Jamaat-e-Islami Cachemire
Tiempo de silencio,Tiempo de silencio
Ombudsman of the Philippines,Défenseur de peuple de Philippine
By the Shores of Silver Lake,Sur le rive de lac Silver
Little House  book 5,Petit maison tom 5
the Little House on the Prairie  book 5,le Petit Maison dans le Prairie tom 5
the Laura Years  book 4,le année Laura tome 4
Little House  book 6,Petite Maison tom 6
the Little House on the Prairie  book 6,le Petit Maison dans le Prairie tom 6
the Laura Years  book 5,le année Laura tom 5
2010 United States Senate election in Colorado,Élection sénatoriale américaine de 2010 dans le Colorado
2007 IIHF World Championship,Championnat mondial 2007 de l
2008 United States Senate election in Minnesota,Élection sénatoriale américaine de 2008 dans le Minnesota
United States Senate election in Minnesota  2008,Élection sénatoriale américaine dans le Minnesota en 2008
Saint Peter's University,Université Saint-Pierre
Saint Peter's,Saint-Pierre
Saint Peter's College,Collège Saint-Pierre
Communist insurgency in Malaysia,Insurrection communiste en Malaisie
Jihad vs. McWorld,Jihad contre mcworld
The Mistress of Spices,Le maîtresse de épice
Monument of the Four Moors,Monument de Quatre Maure
shading language,langue d
1960s in music,Années 1960 en musique
corruption in Nigeria,Le corruption au Nigeria
ICC World Cricket League,Ligue mondial de cricket ICC
Christian Medical College and Hospital  Vellore,Collège médical et hôpital Christian Vellore
Christian Medical College and Hospital Vellore,Christian Medical College et Hôpital Vellore
I Am a Strange Loop,Je être un boucle étrange
The Bachelor of Arts,Le baccalauréat ès art
The Man-eaters of Tsavo,Le mangeur d de Tsavo
Khadi and Village Industries Commission,Commission de industrie de Khadi et de village
NCAA Men's Division II Basketball Championship,Championnat de basket-ball masculin Division II de le NCAA
The Selection series  book 1,Le série Sélection tome 1
international business,commerce international
University of Central Punjab,Université de Pendjab central
Islamic Religious Council of Singapore,Conseil religieux islamique de Singapour
Second presidency of Carlos Andrés Pérez,Deuxième présidence de Carlos André Pérer
Second presidency of Carlos Andres Perez,Deuxième présidence de Carlos Andre Perez
building science,science de bâtiment
rural development,développement rural
iPod Touch 5,ipod Touch 5 Plus
iPod Touch 5G,ipod Touch 5GRAMME
iPod Touch (5th generation),ipod Touch (cinquième génération)
ShanghaiTech University,Université shanghaitech
Library of the Dead,Bibliothèque de mort
Secret of the Seventh Son,Le secret de septième fil
De falso credita et ementita Constantini donatione declamatio,De falso crediter et ementita Constantini donatione declamatio
Laurentii Vallae patritii Romani De falso credita et ementita Constantini donatione declamatio,Laurentii Vallae patritii Romani De falso crediter et ementita Constantini donatione declamatio
La sombra del ciprés es alargada,Le sombra del ciprer es alargader
La sombra del cipres es alargada,Le sombra del cipre es alargader
The Mysterious Benedict Society and the Perilous Journey,Le mystérieux société Benoît et le périple périlleux
Barney's Version,Le version de Barney
Escola Superior de Propaganda e Marketing,Escola Superior de Propaganda et Marketing
School of Higher Education in Advertising and Marketing,École de l supérieur en publicité et marketing
Arkansas Razorbacks men's basketball,Basket-ball masculin Arkansas Razorbacks
Arkansas Razorbacks basketball,Arkansas Razorbacks basket-ball
Razorbacks basketball,Razorbacks basket-ball
Razorbacks men's basketball team,Équipe masculin de basket-ball Razorbacks
African nationalism,Nationalisme africain
University of Zanjan,Université de Zanjan
Dāneshgāh-e Zanjan,Dāneshgāh-e Zanjan
The Little World of the Past,Le petit monde de passé
Technical and Vocational Training Corporation,Société de Formation Technique et Professionnelle
2002 FIFA World Cup qualification,Coupe de monde de football 2002
Bulldog breeds,Race de bouledogue
Bull-type breeds,Race de taureau
bulldog-type breeds,race de type bouledogu
Secondo dopoguerra italiano,Secondo dopoguerra italiano
State road 131,Route national 131
Ancient history of Syracuse,Histoire ancien de Syracuse
2006–07 Ashes series,2006–2007 Série Cendres
2006-07 Ashes series,2006-07 Série Cendre
1998 NCAA Division I Men's Basketball Tournament,Tournoi de basketball masculin de le Division I de le NCAA 1998
A Month in the Country,Un mois à le campagne
Anthills of the Savannah,Fourmilière de le savane
The Easy Way to Stop Smoking,Le moyen facile d de fumer
Memorial complex of defense of Aji-Mushkay quarry,Complexe commémoratif de le défense de le carrière Aji-Mushkay
virtual screening,Dépistage virtuel
Uniformed Services University of the Health Sciences,Uniforme de service de l de science de le santé
Al-Mustadrak ala al-Sahihayn,Al-Mustadrak ala al-Sahihayn
University of Qom,Université de Qom
Broadcasting Services of the Kingdom of Saudi Arabia,Service de radiodiffusion de Royaume d Saoudite
Roumy cheese,Fromage Roumy
Bolotnikov rebellion,Le rébellion de Bolotnikov
Volga GAZ-3102,Volga GAZ-3102
The Problem of Pain,Le problème de le douleur
Rawalpindi conspiracy,Le conspiration de Rawalpindi
human rights in Malaysia,droit de l en Malaisie
Razor's Edge,Le bord de rasoir
People's Conscience Party,Partir de le conscience de peuple
Malaysian Communications and Multimedia Commission,Commission malaisien de communication et de multimédia
Nagoya University of Foreign Studies,Université de étude étranger de Nagoya
Moscow School of Social and Economic Sciences,École de science social et économique de Moscou
Moscow State University of Design and Technology,Université d de conception et de technologie de Moscou
Moscow Technical University of Communication and Informatics,Université technique de le communication et de l de Moscou
The Monument of Shevchenko,Le Monument de Shevchenko
ARO 24 Series,Série ARO 24
1950 United States Senate elections,Élection sénatoriale américaine de 1950
United States Senate elections  1950,Élection sénatoriale américaine de 1950
1946 United States Senate elections,Élection sénatoriale américaine de 1946
United States Senate elections  1946,Élection sénatoriale américaine de 1946
Communist League of Indochina,Ligue communiste de **
Golden spike,Épisode dorer
Final spike,Point final
watershed management,gestion de bassin versant
Mitsubishi Galant GTO,Mitsubishi Galant GTO
Seventeen Moments of Spring,dix-sept moment de printemps
Skolkovo Institute of Science and Technology,Institut de science et de le technologie de Skolkovo
1952 United States House of Representatives elections,Élection de 1952 à le Chambre de représentant de États-Unis
United States House of Representatives elections  1952,Élection de le Chambre de représentant de États-Unis 1952
1958 United States House of Representatives elections,Élection de 1958 à le Chambre de représentant de États-Unis
United States House of Representatives elections  1958,Élection de le Chambre de représentant de États-Unis 1958
1962 United States House of Representatives elections,Élection de 1962 à le Chambre de représentant de États-Unis
United States House of Representatives elections  1962,Élection de le Chambre de représentant de États-Unis 1962
Federal Service for Supervision in Education and Science,Service fédéral de surveillance de l et de science
Federal Agency for Tourism,Agence fédéral de tourisme
Federal Agency for Tourism of the Russian Federation,Agence fédéral de tourisme de le Fédération de Russie
East of Scotland Football League,Ligue de football de l de l
What the Dog Saw,Ce que le chien avoir voir
31 Nights of Halloween,31 Nuit d
13 Nights of Halloween,13 nuit d
10th Planet Jiu-Jitsu,10ème Planèt Jiu-Jitsu
1963 NFL Championship Game,Match de championnat de le NFL 1963
1977 San Juan earthquake,Séisme de 1977 à San Juan
1982 Kenyan coup d'état attempt,1982 Tentative de coup d au Kenya
1983–84 NFL playoffs,Série éliminatoire de le NFL 1983-84
1983-84 NFL playoffs,1983-84 éliminatoire de le NFL
1984 NCAA Division I-A football season,Saison 1984 de le NCAA Division I-A de football
1987 America's Cup,Coupe de l 1987
1991–92 NFL playoffs,Série éliminatoire de le NFL 1991-1992
1991-92 NFL playoffs,Série éliminatoire de le NFL 1991-92
1997 AFL season,Saison 1997 de l
1998 AFL season,Saison 1998 de l
1996 AFL season,Saison 1996 de l
1999 NCAA Division I-A football season,Saison 1999 de le NCAA Division I-A de football
2003 AFL Draft,Projet de l 2003
2000 Summer Olympics opening ceremony,Cérémonie d un Jeu olympique d de 2000
2004 AFL Draft,Projet de 2004 de l
2001–02 NFL playoffs,Série éliminatoire de le NFL 2001–2002
2001-02 NFL playoffs,Série éliminatoire de le NFL 2001-02
2005 NRL season,Saison 2005 de le LNR
2005 State of Origin series,Série État d 2005
2005 World Junior Ice Hockey Championships rosters,Championnat de monde junior de hockey sur glace 2005
2006 AFL Draft,Projet de l 2006
2006 AFL season,Saison 2006 de l
2007–08 in English football,2007–08 en football angler
2007-08 in English football,2007-08 dans le football angler
2007 NRL season,Saison 2007 de le LNR
2009–10 NFL playoffs,Série éliminatoire de le NFL 2009–10
2009-10 NFL playoffs,2009-10 Série éliminatoire de le NFL
2010 AFL Draft,Projet 2010 de l
2011 AFL season,Saison 2011 de l
2012–13 NHL lockout,2012–2013 Lockout dans le LNH
2012-13 NHL lockout,2012-13 Lockout dans le LNH
777 and Other Qabalistic Writings of Aleister Crowley,777 et autre écrit qabalistiquer d Crowley
ACC Men's Basketball Tournament,Tournoi de basket-ball masculin de l
ACC Men's Tournament,ACC Tournoi masculin
ACC Basketball Tournament,Tournoi de basket-ball de l
ACC Tournament,Tournoi ACC
ACC Men's Basketball Tourney,Tourney de basketball masculin de l
ACC Basketball Tourney,Tournoi de basket-ball de l
ACC Men's Tourney,ACC Tourney homme
ACC Tourney,Tournoi de l
ACC–Big Ten Challenge,ACC – Défi Big Ten
Big Ten–ACC Challenge,Big Ten – Défi de l
ACC-Big Ten Challenge,ACC-Big Ten Challenge
Big Ten-ACC Challenge,Big Ten-ACC Challenge
A Conflict of Visions,Un conflit de vision
A History of the World in 10½ Chapters,Un histoire de monde en 101⁄2 chapitre
History of the World in 10½ Chapters,L de monde en 101⁄2 chapitre
A History of the World in 10 1/2 Chapters,Un histoire de monde en 10 1/2 chapitre
History of the World in 10 1/2 Chapters,L de monde en 10 1/2 chapitre
Across the Nightingale Floor,À travers le plancher de rossignol
Age of Revolution,Âge de le révolution
Al Jama-ah,Al-Jama-ah
1998 Alabama gubernatorial election,Élection de gouverneur de l de 1998
Alabama gubernatorial election  1998,Élection de gouverneur de l 1998
American football at the Summer Olympics,Football américain à Jeu olympique d
Among the Impostors,Parmi le imposteur
And the Sea Will Tell,Et le mer dira
Animal Welfare Board of India,Conseil de bien-être animal de l
Anti PowerPoint Party,Fête anti-powerpoint
Arizona State Sun Devils men's basketball,Basket-ball masculin Arizona State Sun Devils
ASU Sun Devils,ASU Sun Devils
ASU men's basketball,Basket-ball masculin ASU
Arizona State men's basketball,Basket-ball masculin de l State
Sun Devils men's basketball,Basket-ball pour homme Sun Devils
Arizona State University Sun Devils men's basketball,Basket-ball masculin de Sun Devils de l d de l
Arizona State Sun Devils basketball,Basket-ball de Sun Devils de l State
2010 Arizona gubernatorial election,Élection de gouverneur de l de 2010
Arizona gubernatorial election  2010,Élection de gouverneur de l 2010
1980 Arkansas gubernatorial election,Élection de gouverneur de l de 1980
Arkansas gubernatorial election  1980,Élection de gouverneur de l 1980
1994 Arkansas gubernatorial election,Élection de gouverneur de l de 1994
Arkansas gubernatorial election  1994,Élection de gouverneur de l 1994
Auburn Tigers men's basketball,Auburn Tiger de basket-ball masculin
Auburn Tigers basketball,Auburn Tiger de basket-ball
Auburn University basketball,Basketball de l d
Auburn University Tigers basketball,Basket-ball de Tiger de l d
Auburn University Tigers men's basketball,Basket-ball masculin de Tiger de l d
Auburn basketball,Auburn basket-ball
Auburn University Tigers men's basketball team,Équipe masculin de basket-ball de Tiger de l d
Auburn University Tigers basketball team,Équipe de basket-ball de Tiger de l d
Auburn University basketball team,Équipe de basket-ball de l d
Auburn University men's basketball team,Équipe masculin de basket-ball de l Auburn
Auburn Tigers men's basketball team,Équipe masculin de basket-ball de Auburn Tigers
Auburn Tigers basketball team,Équipe de basket-ball de Auburn Tigers
Auburn men's basketball team,Équipe masculin de basket-ball d
Auburn basketball team,Équipe de basket-ball d
Autonomous University of Baja California,Université autonome de Basse-Californie
University of Baja California,Université de Basse-Californie
Universidad Autónoma de Baja California,Universidad Autónoma de Basse-Californie
Universidad Autonoma de Baja California,Universidad Autonoma de Baja California
Autonomous University of Sinaloa,Université autonome de Sinaloa
BRAC University,Université BRAC
Baba Farid University of Health Sciences,Baba Farid Université de science de le santé
BandNews FM,BandNews de l
Barium swallow,Hirondelle de baryum
Beelzebub's Tales to His Grandson,Conte de Belzébuth à son petit-fils
Black Rednecks and White Liberals,Le plouc noir et le libéral blancs
Black conservatism,Le conservatisme noir
Boleyn family,Famille Boleyn
breast cancer awareness,Sensibilisation au cancer de sein
Breast cancer advocacy,Plaidoyer pour le cancer de sein
Breast cancer culture,Culture de cancer de sein
pink ribbon culture,culture de ruban rose
Brian's Hunt,Le chasse de Brian
Brown Windsor soup,Soupe de Windsor
Bureau of Corrections,Bureau de service correctionnel
Byadagi chilli,Piment de Byadagi
candlepin bowling,Bougie de boule
capital punishment in Peru,Le peine capital au Pérou
Institute for the Physics and Mathematics of the Universe,Institut pour le physique et le mathématique de l
Kavli Institute for the Physics and Mathematics of the Universe,Institut Kavli pour le physique et le mathématique de l
Centenary College of Louisiana,Collège centenaire de Louisiane
Johns Hopkins Center for Health Security,Centre Johns Hopkin pour le sécurité sanitaire
Johns Hopkins Center for Civilian Biodefense Strategies,Centre Johns Hopkin pour le stratégie de biodéfense civil
UPMC Center for Health Security,Centre de sécurité sanitaire de l
Central University of Karnataka,Université central de Karnataka
Central University of Kerala,Université central de Kerala
Chiba Institute of Science,Institut de science de Chiba
Chiba kagaku daigaku,Chiba kagaku daigaku
Chrysler RFE transmission,Boîte de vitesse Chrysler RFE
City and Industrial Development Corporation,Société de développement de le ville et de l
College of Marin,Collège de Marin
Colorado Buffaloes men's basketball,Basket-ball masculin de Buffaloe de Colorado
Colorado Buffaloes basketball,Basket-ball de Buffaloe de Colorado
Comisión Federal de Competencia,Comisión Federal de Competencia
Comision Federal de Competencia,Comision fédéral de Competencia
ekasvi sadi me bharat,ekasvi sadi moi bharat
Commission of Railway Safety,Commission de le sécurité ferroviaire
Competition Commission of India,Commission de le concurrence de l
Confessions of a Video Vixen,Confession d vilain vidéo
corruption in Indonesia,Le corruption en Indonésie
corruption in South Africa,corruption en Afrique de Sud
crime in Thailand,crim en Thaïlande
Cross FM,Le Croix FM
Department of Higher Education,Département de l supérieur
Department of Higher Education,Département de l supérieur
Department of Wildlife and National Parks,Département de le faune et un parc national
Dhirubhai Ambani Institute of Information and Communication Technology,Institut Dhirubhai Ambani de technologie de l et de le communication
Directorate of Film Festivals,Direction de Festival de Film
Directorate of Revenue Intelligence,Direction de renseignement fiscal
dispute resolution,Règlement de différend
Drake Bulldogs men's basketball,Drake Bulldogs de basket-ball masculin
Drake Bulldogs basketball,Drake Bulldogs de basket-ball
Duquesne Dukes men's basketball,Basket-ball masculin Duquesne Dukes
Duquesne Dukes basketball,Duquesne Duke de basket-ball
EEA and Norway Grants,Subventions de l et de le Norvège
EEA Financial Mechanism,Mécanisme financier de l
1788 and 1789 United States House of Representatives elections,Élection de le Chambre de représentant de États-Unis de 1788 et 1789
United States House of Representatives elections  1789,Élection de le Chambre de représentant de États-Unis 1789
electoral history of Recep Tayyip Erdoğan,histoire électoral de Recep Tayyip Erdoğan
electoral history of the Libertarian Party,l électoral de Parti libertarien
English football sponsorship,Parrainage de football angler
private equity firm,société de capital-investissement
Foundation Assisting Canadian Talent on Recordings,Fondation d à talent canadien sur le enregistrement
Foundation to Assist Canadian Talent on Records,Fondation pour aider le talent canadien sur le document
The Foundation Assisting Canadian Talent on Recordings,Le Fondation d à talent canadien sur le enregistrement
FACTOR Canada,FACTOR Canada
Faculty of Arts  Chulalongkorn University,Faculté de art Université Chulalongkorn
first inauguration of Theodore Roosevelt,premier inauguration de Theodore Roosevelt
1st inauguration of Theodore Roosevelt,1ère inauguration de Theodore Roosevelt
first inauguration of Ulysses S. Grant,premier inauguration d S. Grant
1st inauguration of Ulysses S. Grant,1ère inauguration d S. Grant
Florida Department of Corrections,Département de service correctionnel de le Floride
Department of Corrections Florida,Département de service correctionnel Floride
Florida State Seminoles men's basketball,Florida State Seminoles de basket-ball masculin
Seminoles men's basketball,Basket-ball masculin Seminoles
Seminoles basketball,Seminoles basket-ball
FSU Seminoles men's basketball,Basket-ball masculin FSU Seminole
FSU Seminoles basketball,FSU Seminole de basket-ball
FSU basketball,FSU basket-ball
Florida State Seminoles basketball,Basket-ball de Seminole de Floride
Florida State basketball,Basket-ball de l de Floride
Florida State Seminoles baseball,Seminoles de l de Floride
1990 Florida gubernatorial election,1990 Élection de gouverneur de le Floride
Florida gubernatorial election  1990,Élection de gouverneur en Floride 1990
2010 Florida gubernatorial election,Élection de gouverneur de le Floride de 2010
Florida gubernatorial election  2010,Élection de gouverneur de le Floride 2010
Football continental championships,Championnat continental de football
Ford Mustang SSP,Ford Mustang SSP
Ford XD Falcon,Ford XD Falcon
fourth inauguration of Franklin D. Roosevelt,quatrième inauguration de Franklin D. Roosevelt
4th inauguration of Franklin D. Roosevelt,4èm inauguration de Franklin D. Roosevelt
Guru Tegh Bahadur Institute of Technology,Institut de technologie Guru Tegh Bahadur
HM Customs and Excise,HM Douanes et Accise
2004 United States presidential election in California,Élection présidentiel américain de 2004 en Californie
United States presidential election in California  2004,Élection présidentiel américain en Californie 2004
Peugeot RD,Peugeot RD
Architecture of Kazakhstan,Architecture de Kazakhstan
List of universities of medical sciences of Iran,Liste de université de science médical de l
House of Álvarez de Toledo,Maison de Álvarez de Toledo
Casa de Álvarez de Toledo,Casa de Álvarez de Toledo
House of Toledo,Maison de Tolède
Casa de Toledo,Maison de vacance Tolède
Hiroshima Institute of Technology,Institut de technologie d
Consejo Nacional Electoral de Ecuador,Consejo Nacional Electoral de Ecuador
Honda Civic GX,Honda Civic GX
House of Al-Falasi,Maison d
1981 Gulf of Corinth earthquakes,Séismes de golfe de Corinthe en 1981
Japan College of Social Work,Collège japonais de travail social
1999 Indian general election in Tamil Nadu,Élection général indien de 1999 dans le Tamil Nadu
yayla çorbası,yayla çorbası
yoğurt çorbası,yoğurt çorbası
yayla soup,soupe yayla
Iran at the Paralympics,L à Jeu paralympique
Shanghai University of Finance and Economics,Université de finance et d de Shanghai
Japan National route 450,Japon Route national 450
Jawaharlal Nehru Centre for Advanced Scientific Research,Centre Jawaharlal Nehru pour le recherche scientifique avancer
June 4th revolution in Ghana,Révolution de 4 juin au Ghana
1999 Karnataka Legislative Assembly election,1999 élection à l législatif de Karnataka
Karnataka Legislative Assembly election  1999,Élection à l législatif de Karnataka 1999
2008 Karnataka Legislative Assembly election,Élection de l législatif de Karnataka en 2008
Karnataka Legislative Assembly election  2008,Élection à l législatif de Karnataka 2008
Kawasaki ika daigaku,Kawasaki ika daigaku
2011 Kentucky gubernatorial election,Élection de gouverneur de Kentucky de 2011
Kentucky gubernatorial election  2011,Élection de gouverneur de Kentucky 2011
kesong puti,christianisme
quesong puti,quesong puti
Khulna University of Engineering & Technology,Université d et de technologie de Khulna
BIT  Khulna,BIT Khulna
Palace Revolt of 1912,Révolte de palais de 1912
King Abdulaziz City for Science and Technology,Ville de roi Abdulaziz pour le science et le technologie
Saudi Arabian National Center for Science & Technology,Centre national saoudien pour le science et le technologie
Young KMT,Jeunes KMT
Kurdish rebellions in Turkey,Rébellion kurde en Turquie
LDV Convoy,Convoi LDV
Lilavati Hospital and Research Centre,Hôpital et centre de recherche de Lilavati
Higher Education Commission of Pakistan,Commission de l supérieur de Pakistan
entertainment law,droit de divertissement
Minnesota Golden Gophers men's ice hockey,Minnesota Golden Gophers de hockey sur glace masculin
modeling and simulation,Modélisation et simulation
NAIA Expressway,Voie express NAIA
NCAA Division III National Football Championship,Championnat national de football de le Division III de le NCAA
NWA Mid-Atlantic Heavyweight Championship,Championnat Mid-Atlantic Heavyweight de le NWA
major religious group,groupe religieux majeur
principal religion,religion principal
main religion,religion principal
NJ Lotto,Lotto de NJ
NJ Lottery,NJ Loterie
1982 New York gubernatorial election,Élection de gouverneur de New York de 1982
New York gubernatorial election  1982,Élection de gouverneur de New York 1982
Northwest College of the Assemblies of God,Collège nord-ouest de Assemblée de Dieu
Northwestern Wildcats men's basketball,Northwestern Wildcats de basket-ball masculin
the Odd Fellows,le boursier bizarre
the Oddfellows,le Oddfellows
Office of the Comptroller and Auditor General  Bangladesh,Bureau de contrôleur et vérificateur général Bangladesh
Office of the First Lady of the United States,Bureau de le Premier Dame de États-Unis
Oregon State Beavers baseball,Oregon State Beavers de baseball
PD-4501 Scenicruiser,PD-4501 Scenicruiser
Palace of Canto del Pico,Palais de Canto del Pico
Partido para sa Demokratikong Reporma,Partido pour son Demokratikong Reporma
Party finance in Germany,Le financement de parti en Allemagne
Penn State Nittany Lions basketball,Penn State Nittany Lions de basket-ball
Penn St. Nittany Lions bball,Lion de Penn St. Nittany bball
Penn State Nittany Lions men's basketball,Basket-ball masculin Penn State Nittany Lions
pneumococcal conjugate vaccine,vaccin conjuguer contre le pneumocoque
Prime Minister's Office,Bureau de Premier ministre
Prince Mohammad bin Fahd University,Université Prince Mohammad bin Fahd
Regarding the Pain of Others,Au sujet de le douleur de autre
Registrar General and Census Commissioner of India,Greffier général et commissaire au recensement de l
Republican Party of São Paulo,Parti Républicain de São Paulo
2010 Rhode Island gubernatorial election,Élection de gouverneur de Rhode Island de 2010
Rhode Island gubernatorial election  2010,Élection de gouverneur de Rhode Island 2010
Rohingya conflict,Conflit de Rohingyas
Rohingya insurgency in western Myanmar,Insurrection rohingyer dans l de Myanmar
SMART Recovery,Récupération SMART
Saint Mary's Gaels men's basketball,Basket-ball masculin Saint Mary Gael
Saint Mary's Gaels men's basketball team,Équipe masculin de basket-ball de Gael de Saint Mary
Saint Mary's Gaels basketball,Basket-ball de Gael de Sainte-Marie
Saint Mary's Gaels basketball team,Équipe de basket-ball de Gael de Saint Mary
SMC Gaels men's basketball team,Équipe masculin de basket-ball SMC Gael
