label,why
advice,common word
advise,common word
adviser,common word
advocate,common word
affair,common word
affect,common word
afford,common word
afraid,common word
after,preposition
afternoon,common word
afterwards,common adverb
again,common word
against,preposition
age,common word
agency,common word
agenda,common word
agent,common word
aggressive,common word
ago,common word
agree,common word
agreement,common word
agricultural,common word
ah,common word
ahead of,preposition
ahead,common word
aid,common word
aide,common word
aim,common word
air,common word
aircraft,common word
airline,common word
airport,common word
album,common word
alcohol,common word
alive,common word
all,determiner
alliance,common word
allow,common word
ally,common word
almost,common adverb
alone,common word
along,preposition
already,common word
also,common word
alter,common word
alternative,common word
although,common word
always,common adverb
amazing,common word
amazingly,common adverb
amid,preposition
amidst,preposition
among,preposition
amount,common word
analysis,common word
analyst,common word
analyze,common word
ancient,common word
and,common word
anger,common word
angle,common word
angrily,common adverb
angry,common word
animal,common word
anniversary,common word
announce,common word
annual,common word
another,determiner
answer,common word
anticipate,common word
anxiety,common word
anxiously,common adverb
any,determiner
anybody,common word
anymore,common word
anyone,common word
anything,common word
anyway,common word
anywhere,common word
apart,common word
apartment,common word
apparent,common word
apparently,common adverb
appeal,common word
appear,common word
appearance,common word
application,common word
apply,common word
appoint,common word
appointment,common word
appreciate,common word
approach,common word
appropriate,common word
approval,common word
approve,common word
approximately,common word
april,calendar
architect,common word
area,common word
argue,common word
argument,common word
arise,common word
arm,common word
armed,common word
army,common word
around,preposition
arrange,common word
arrangement,common word
arrest,common word
arrival,common word
arrive,common word
arrogantly,common adverb
art,common word
article,common word
artist,common word
artistic,common word
as far as,preposition
as of,preposition
as,preposition
aside from,preposition
aside,common word
ask,common verb
ask,common word
asked,common verb
asking,common verb
asleep,common word
aspect,common word
assault,common word
assert,common word
assess,common word
assessment,common word
asset,common word
assign,common word
assignment,common word
assist,common word
assistance,common word
assistant,common word
associate,common word
association,common word
assume,common word
assumption,common word
assure,common word
at,preposition
athlete,common word
athletic,common word
athwart,preposition
atmosphere,common word
atop,preposition
attach,common word
attack,common word
attempt,common word
attend,common word
attention,common word
attitude,common word
attorney,common word
attract,common word
attractive,common word
attribute,common word
audience,common word
august,calendar
author,common word
authority,common word
auto,common word
available,common word
average,common word
avoid,common word
award,common word
aware,common word
awareness,common word
away,common adverb
awful,common word
awkwardly,common adverb
baby,common word
back,common adverb
background,common word
bad,common word
badly,common adverb
bag,common word
bake,common word
balance,common word
ball,common word
ban,common word
band,common word
bank,common word
bar,common word
barely,common word
barrel,common word
barrier,common word
barring,preposition
base,common word
baseball,common word
bashfully,common adverb
basic,common word
basically,common word
basis,common word
basket,common word
bathroom,common word
battery,common word
battle,common word
be,common verb
beach,common word
bean,common word
bear,common word
beat,common word
beautiful,common word
beautifully,common adverb
beauty,common word
became,common verb
because of,preposition
because,common word
become,common verb
become,common word
becoming,common verb
bed,common word
bedroom,common word
been,common verb
beer,common word
before,preposition
begin,common word
beginning,
beginning,common word
behavior,common word
behaviour,common word
behind,preposition
being,common verb
being,common word
belief,common word
believe,common word
bell,common word
belong,common word
below,preposition
belt,common word
bench,common word
bend,common word
beneath,preposition
benefit,common word
beside,preposition
besides,preposition
best,common word
bet,common word
better,common word
between,preposition
beyond,preposition
big,common word
bike,common word
bill,common word
billion,common word
bind,common word
biological,common word
bird,common word
birth,common word
birthday,common word
bit,common word
bite,common word
bitterly,common adverb
black,common word
blade,common word
blame,common word
blanket,common word
bleakly,common adverb
blind,common word
blindly,common adverb
blissfully,common adverb
block,common word
blood,common word
blow,common word
blue,common word
board,common word
boat,common word
body,common word
boldly,common adverb
bomb,common word
bombing,common word
bond,common word
bone,common word
book,common word
boom,common word
boot,common word
border,common word
born,common word
borrow,common word
boss,common word
both,determiner
bother,common word
bottle,common word
bottom,common word
boundary,common word
bowl,common word
box,common word
boy,common word
boyfriend,common word
brain,common word
branch,common word
brand,common word
bravely,common adverb
bread,common word
break,common word
breakfast,common word
breast,common word
breath,common word
breathe,common word
brick,common word
bridge,common word
brief,common word
briefly,common adverb
bright,common word
brightly,common adverb
brilliant,common word
bring,common word
briskly,common adverb
broad,common word
broadly,common adverb
broken,common word
brother,common word
brown,common word
brush,common word
buck,common word
budget,common word
build,common word
building,common word
bullet,common word
bunch,common word
burden,common word
burn,common word
bury,common word
bus,common word
busily,common adverb
business,common word
busy,common word
but,preposition
butter,common word
button,common word
buy,common word
buyer,common word
by means of,preposition
by,preposition
cabin,common word
cabinet,common word
cable,common word
cake,common word
calculate,common word
call,common verb
call,common word
called,common verb
calling,common verb
calmly,common adverb
came,common verb
camera,common word
camp,common word
campaign,common word
campus,common word
can,common word
cancer,common word
candidate,common word
cap,common word
capability,common word
capable,common word
capacity,common word
capital,common word
captain,common word
capture,common word
carbon,common word
card,common word
care,common word
career,common word
careful,common word
carefully,common adverb
carelessly,common adverb
carrier,common word
carry,common word
case,common word
cash,common word
cast,common word
cat,common word
catch,common word
category,common word
cause,common word
cautiously,common adverb
ceiling,common word
celebrate,common word
celebration,common word
celebrity,common word
cell,common word
center,common word
central,common word
century,common word
ceremony,common word
certain,common word
certainly,common adverb
chain,common word
chair,common word
chairman,common word
challenge,common word
chamber,common word
champion,common word
championship,common word
chance,common word
change,common word
changing,common word
channel,common word
chapter,common word
character,common word
characteristic,common word
characterize,common word
charge,common word
charity,common word
chart,common word
chase,common word
cheap,common word
check,common word
cheek,common word
cheerfully,common adverb
cheese,common word
chef,common word
chemical,common word
chest,common word
chicken,common word
chief,common word
child,common word
childhood,common word
chip,common word
chocolate,common word
choice,common word
cholesterol,common word
choose,common word
church,common word
cigarette,common word
circa,preposition
circle,common word
circumstance,common word
cite,common word
citizen,common word
city,common word
civil,common word
civilian,common word
claim,common word
clash,
class,common word
classic,common word
classroom,common word
clean,common word
clear,common word
clearly,common adverb
cleverly,common adverb
client,common word
climb,common word
climbing,
clinic,common word
clinical,common word
clock,common word
close,common word
closely,common adverb
closer,common word
clothes,common word
clothing,common word
cloud,common word
club,common word
clue,common word
cluster,common word
coach,common word
coal,common word
coalition,common word
coast,common word
coat,common word
coaxingly,common adverb
code,common word
coffee,common word
cognitive,common word
cold,common word
collapse,common word
colleague,common word
collect,common word
collection,common word
collective,common word
college,common word
colonial,common word
color,common word
column,common word
combination,common word
combine,common word
come,common verb
come,common word
comedy,common word
comfort,common word
comfortable,common word
coming,common verb
command,common word
commander,common word
comment,common word
commercial,common word
commission,common word
commit,common word
commitment,common word
committee,common word
common,common word
commonly,common adverb
communicate,common word
communication,common word
community,common word
company,common word
compare,common word
comparison,common word
compete,common word
competition,common word
competitive,common word
competitor,common word
complain,common word
complaint,common word
complete,common word
completely,common word
complex,common word
complicated,common word
component,common word
compose,common word
composition,common word
comprehensive,common word
computer,common word
concentrate,common word
concentration,common word
concept,common word
concern,common word
concerned,common word
concerning,preposition
concert,common word
conclude,common word
conclusion,common word
concrete,common word
condition,common word
conduct,common word
conference,common word
confidence,common word
confident,common word
confirm,common word
conflict,common word
confront,common word
confusion,common word
congressional,common word
connect,common word
connection,common word
consciousness,common word
consensus,common word
consequence,common word
consequently,common adverb
conservative,common word
consider,common word
considerable,common word
consideration,common word
consist,common word
consistent,common word
constant,common word
constantly,common word
constitute,common word
constitutional,common word
construct,common word
construction,common word
consultant,common word
consume,common word
consumer,common word
consumption,common word
contact,common word
contain,common word
container,common word
contemporary,common word
content,common word
contest,common word
context,common word
continually,common adverb
continue,common word
continued,common word
contract,common word
contrast,common word
contribute,common word
contribution,common word
control,common word
controversial,common word
controversy,common word
convention,common word
conventional,common word
conversation,common word
convert,common word
conviction,common word
convince,common word
cook,common word
cookie,common word
cooking,common word
cool,common word
coolly,common adverb
cooperation,common word
cop,common word
cope,common word
copy,common word
core,common word
corn,common word
corner,common word
corporate,common word
corporation,common word
correct,common word
correctly,common adverb
correspondent,common word
cost,common word
cotton,common word
couch,common word
could,common word
council,common word
counselor,common word
count,common word
counter,common word
country,common word
county,common word
couple,common word
courage,common word
courageously,common adverb
course,common word
court,common word
cousin,common word
cover,common word
coverage,common word
cow,common word
crack,common word
craft,common word
crash,common word
crazy,common word
cream,common word
create,common word
creation,common word
creative,common word
creature,common word
credit,common word
crew,common word
crime,common word
criminal,common word
crisis,common word
criteria,common word
critic,common word
critical,common word
criticism,common word
criticize,common word
crop,common word
cross,common word
crossly,common adverb
crowd,common word
crucial,common word
cruelly,common adverb
cry,common word
cultural,common word
culture,common word
cup,common word
curious,common word
curiously,common adverb
current,common word
currently,common word
curriculum,common word
custom,common word
customer,common word
cut,common word
cycle,common word
d'Aguilar,surname
d'Almeida,surname
d'Andrade,surname
d'Ayola,surname
d'Azevedo,surname
d'Oliveira,surname
dad,common word
daily,common adverb
daintily,common adverb
damage,common word
dance,common word
danger,common word
dangerous,common word
dare,common word
daringly,common adverb
dark,common word
darkness,common word
data,common word
date,common word
daughter,common word
day,common word
dead,common word
deal,common word
dealer,common word
dear,common word
dearly,common adverb
death,common word
debate,common word
debt,common word
decade,common word
deceivingly,common adverb
december,calendar
decide,common word
decision,common word
deck,common word
declare,common word
decline,common word
decrease,common word
deep,common word
deeply,common adverb
deer,common word
defeat,common word
defend,common word
defendant,common word
defense,common word
defensive,common word
deficit,common word
define,common word
definitely,common word
definition,common word
degree,common word
delay,common word
deliberately,common adverb
delightfully,common adverb
deliver,common word
delivery,common word
demand,common word
democracy,common word
democratic,common word
demonstrate,common word
demonstration,common word
deny,common word
department,common word
depend,common word
dependent,common word
depending,common word
depict,common word
depression,common word
depth,common word
deputy,common word
derive,common word
describe,common word
description,common word
desert,common word
deserve,common word
design,common word
designer,common word
desire,common word
desk,common word
desperate,common word
desperately,common adverb
despite,preposition
destroy,common word
destruction,common word
detail,common word
detailed,common word
detect,common word
determine,common word
determinedly,common adverb
develop,common word
developing,common word
development,common word
device,common word
devote,common word
dialogue,common word
did,common verb
die,common word
diet,common word
differ,common word
difference,common word
different,common word
differently,common word
difficult,common word
difficulty,common word
dig,common word
digital,common word
diligently,common adverb
dimension,common word
dining,common word
dinner,common word
direct,common word
direction,common word
directly,common word
director,common word
dirt,common word
dirty,common word
disability,common word
disagree,common word
disappear,common word
disaster,common word
discipline,common word
discourse,common word
discover,common word
discovery,common word
discrimination,common word
discuss,common word
discussion,common word
disease,common word
dish,common word
dismiss,common word
disorder,common word
display,common word
dispute,common word
distance,common word
distant,common word
distinct,common word
distinction,common word
distinguish,common word
distribute,common word
distribution,common word
district,common word
diverse,common word
diversity,common word
divide,common word
division,common word
divorce,common word
do,common word
doctor,common word
document,common word
does,common verb
dog,common word
doing,common verb
domestic,common word
dominant,common word
dominate,common word
done,common verb
door,common word
double,common word
doubt,common word
doubtfully,common adverb
down,preposition
downtown,common word
dozen,common word
draft,common word
drag,common word
drama,common word
dramatic,common word
dramatically,common word
draw,common word
drawing,common word
dream,common word
dreamily,common adverb
dress,common word
drink,common word
drive,common word
driver,common word
drop,common word
drug,common word
dry,common word
due to,preposition
due,common word
during,preposition
dust,common word
duty,common word
e-mail,common word
each,determiner
eager,common word
eagerly,common adverb
ear,common word
earlier,common adverb
early,common adverb
earn,common word
earnings,common word
earth,common word
ease,common word
easily,common adverb
east,common word
eastern,common word
easy,common word
eat,common word
economic,common word
economics,common word
economist,common word
economy,common word
edge,common word
edition,common word
editor,common word
educate,common word
education,common word
educational,common word
educator,common word
effect,common word
effective,common word
effectively,common word
efficiency,common word
efficient,common word
effort,common word
egg,common word
eight,common word
either,determiner
elderly,common word
elect,common word
election,common word
electric,common word
electricity,common word
electronic,common word
elegantly,common adverb
element,common word
elementary,common word
eliminate,common word
elite,common word
else,common word
elsewhere,common word
embrace,common word
emerge,common word
emergency,common word
emission,common word
emotion,common word
emotional,common word
emphasis,common word
emphasize,common word
employ,common word
employee,common word
employer,common word
employment,common word
empty,common word
enable,common word
encounter,common word
encourage,common word
end,
end,common word
enemy,common word
energetically,common adverb
energy,common word
enforcement,common word
engage,common word
engine,common word
engineer,common word
engineering,common word
enhance,common word
enjoy,common word
enormous,common word
enormously,common adverb
enough,determiner
ensure,common word
enter,common word
enterprise,common word
entertainment,common word
entire,common word
entirely,common word
entrance,common word
entry,common word
environment,common word
environmental,common word
episode,common word
equal,common word
equally,common adverb
equipment,common word
era,common word
error,common word
escape,common word
especially,common adverb
essay,common word
essential,common word
essentially,common word
establish,common word
establishment,common word
estate,common word
estimate,common word
etc,common word
ethics,common word
ethnic,common word
evaluate,common word
evaluation,common word
even,common adverb
evening,common word
event,common word
eventually,common adverb
ever,common word
every,determiner
everybody,common word
everyday,common word
everyone,common word
everything,common word
everywhere,common word
evidence,common word
evolution,common word
evolve,common word
exact,common word
exactly,common adverb
examination,common word
examine,common word
example,common word
exceed,common word
excellent,common word
except for,preposition
except,preposition
exception,common word
exchange,common word
excitedly,common adverb
exciting,common word
excluding,preposition
executive,common word
exercise,common word
exhibit,common word
exhibition,common word
exist,common word
existence,common word
existing,common word
expand,common word
expansion,common word
expect,common word
expectation,common word
expense,common word
expensive,common word
experience,common word
experiment,common word
expert,common word
explain,common word
explanation,common word
explode,common word
explore,common word
explosion,common word
expose,common word
exposure,common word
express,common word
expression,common word
extend,common word
extension,common word
extensive,common word
extent,common word
exterior,
external,common word
extra,common word
extraordinary,common word
extreme,common word
extremely,common adverb
eye,common word
fabric,common word
face,common word
facility,common word
fact,common word
factor,common word
factory,common word
faculty,common word
fade,common word
fail,common word
failure,common word
fair,common word
fairly,common adverb
faith,common word
fall,common word
familiar,common word
family,common word
famous,common word
famously,common adverb
fan,common word
fantasy,common word
far from,preposition
far,common adverb
farm,common word
farmer,common word
fashion,common word
fast,common adverb
fat,common word
fatally,common adverb
fate,common word
father,common word
fault,common word
favor,common word
favorite,common word
fear,common word
feature,common word
february,calendar
federal,common word
fee,common word
feed,common word
feel,common verb
feel,common word
feeling,common verb
feeling,common word
fellow,common word
felt,common verb
female,common word
fence,common word
ferociously,common adverb
fervently,common adverb
few,common word
fewer,common word
fiber,common word
fiction,common word
field,common word
fiercely,common adverb
fifteen,common word
fifth,common word
fifty,common word
fight,common word
fighter,common word
fighting,common word
figure,common word
file,common word
fill,common word
film,common word
final,common word
finally,common adverb
financial,common word
find,common verb
find,common word
finding,common verb
finding,common word
fine,common word
finger,common word
finish,common word
fire,common word
firm,common word
first,common word
fish,common word
fishing,common word
fit,common word
fitness,common word
five,common word
fix,common word
flag,common word
flame,common word
flat,common word
flavor,common word
flee,common word
flesh,common word
flight,common word
float,common word
floor,common word
flow,common word
flower,common word
fly,common word
focus,common word
folk,common word
follow,common word
following,preposition
fondly,common adverb
food,common word
foolishly,common adverb
foot,common word
for,preposition
force,common word
foreign,common word
forest,common word
forever,common word
forget,common word
form,common word
formal,common word
formation,common word
former,common word
formula,common word
forth,common word
fortunately,common adverb
fortune,common word
forward,common word
found,common verb
found,common word
foundation,common word
founder,common word
four,common word
fourth,common word
frame,common word
framework,common word
frankly,common adverb
frantically,common adverb
free,common word
freedom,common word
freely,common adverb
freeze,common word
frequency,common word
frequent,common word
frequently,common word
fresh,common word
friday,calendar
friend,common word
friendly,common word
friendship,common word
frightfully,common adverb
from,preposition
front,common word
fruit,common word
frustration,common word
fuel,common word
full,common word
fully,common adverb
fun,common word
function,common word
fund,common word
fundamental,common word
funding,common word
funeral,common word
funny,common word
furiously,common adverb
furniture,common word
furthermore,common word
future,common word
gain,common word
galaxy,common word
gallery,common word
game,common word
gang,common word
gap,common word
garage,common word
garden,common word
garlic,common word
gas,common word
gate,common word
gather,common word
gave,common verb
gay,common word
gaze,common word
gear,common word
gender,common word
gene,common word
general,common word
generally,common adverb
generate,common word
generation,common word
generously,common adverb
genetic,common word
gentleman,common word
gently,common adverb
gesture,common word
get,common verb
get,common word
getting,common verb
ghost,common word
giant,common word
gift,common word
gifted,common word
girl,common word
girlfriend,common word
give,common verb
give,common word
given,common verb
given,common word
giving,common verb
glad,common word
gladly,common adverb
glance,common word
glass,common word
global,common word
glove,common word
go,common verb
go,common word
goal,common word
going,common verb
gold,common word
golden,common word
golf,common word
gone,common verb
good,common word
got,common verb
gotten,common verb
government,common word
governor,common word
grab,common word
gracefully,common adverb
grade,common word
gradually,common word
graduate,common word
grain,common word
grand,common word
grandfather,common word
grandmother,common word
grant,common word
grass,common word
gratefully,common adverb
grave,common word
gray,common word
great,common word
greatest,common word
greatly,common adverb
greedily,common adverb
green,common word
grocery,common word
ground,common word
group,common word
grow,common word
growing,common word
growth,common word
guarantee,common word
guard,common word
guess,common word
guest,common word
guide,common word
guideline,common word
guilty,common word
gun,common word
guy,common word
habit,common word
habitat,common word
had,common verb
hair,common word
half,determiner
hall,common word
hand,common word
handful,common word
handle,common word
hang,common word
happen,common word
happily,common adverb
happy,common word
hard,common adverb
hardly ever,common adverb
hardly,common word
harshly,common adverb
hastily,common adverb
hat,common word
hate,common word
have,common verb
have,common word
having,common verb
he,common word
head,common word
headline,common word
headquarters,common word
health,common word
healthy,common word
hear,common word
hearing,common word
heart,common word
heartily,common adverb
heat,common word
heaven,common word
heavily,common adverb
heavy,common word
heel,common word
height,common word
helicopter,common word
hell,common word
hello,common word
help,common word
helpful,common word
helpfully,common adverb
helplessly,common adverb
her,determiner
here,common adverb
heritage,common word
hero,common word
herself,common word
hey,common word
hi,common word
hide,common word
high,common word
highlight,common word
highly,common adverb
highway,common word
hill,common word
him,common word
himself,common word
hip,common word
hire,common word
his,determiner
historian,common word
historic,common word
historical,common word
history,common word
hit,common word
hold,common word
hole,common word
holiday,common word
holy,common word
home,common word
homeless,common word
honest,common word
honestly,common adverb
honesty,
honey,common word
honor,common word
hope,common word
hopefully,common adverb
hopelessly,common adverb
horizon,common word
horror,common word
horse,common word
hospital,common word
host,common word
hot,common word
hotel,common word
hour,common word
house,common word
household,common word
housing,common word
how,common word
however,common adverb
huge,common word
human,common word
humor,common word
hundred,common word
hungrily,common adverb
hungry,common word
hunter,common word
hunting,common word
hurriedly,common adverb
hurt,common word
husband,common word
hypothesis,common word
ice,common word
icon,
idea,common word
ideal,common word
identification,common word
identify,common word
identity,common word
ie,common word
if,common word
ignore,common word
ill,common word
illegal,common word
illness,common word
illustrate,common word
image,common word
imagination,common word
imagine,common word
immediate,common word
immediately,common adverb
immigrant,common word
immigration,common word
impact,common word
implement,common word
implication,common word
imply,common word
importance,common word
important,common word
impose,common word
impossible,common word
impress,common word
impression,common word
impressive,common word
improve,common word
improvement,common word
in accordance with,preposition
in addition to,preposition
in case of,preposition
in front of,preposition
in lieu of,preposition
in place of,preposition
in spite of,preposition
in,preposition
inadequately,common adverb
incentive,common word
incident,common word
include,common word
including,preposition
income,common word
incorporate,common word
increase,common word
increased,common word
increasing,common word
increasingly,common adverb
incredible,common word
indeed,common word
independence,common word
independent,common word
index,common word
indicate,common word
indication,common word
individual,common word
industrial,common word
industry,common word
infant,common word
infection,common word
inflation,common word
influence,common word
inform,common word
information,common word
ingredient,common word
initial,common word
initially,common word
initiative,common word
injury,common word
inner,common word
innocent,common word
innocently,common adverb
inquiry,common word
inquisitively,common adverb
inside,preposition
insight,common word
insist,common word
inspire,common word
install,common word
instance,common word
instantly,common adverb
instead of,preposition
instead,common word
institution,common word
institutional,common word
instruction,common word
instructor,common word
instrument,common word
insurance,common word
intellectual,common word
intelligence,common word
intend,common word
intense,common word
intensely,common adverb
intensity,common word
intention,common word
interaction,common word
interest,common word
interested,common word
interesting,common word
interestingly,common adverb
interior,
internal,common word
international,common word
interpret,common word
interpretation,common word
intervention,common word
interview,common word
into,preposition
introduce,common word
introduction,common word
invasion,common word
invest,common word
investigate,common word
investigation,common word
investigator,common word
investment,common word
investor,common word
invite,common word
involve,common word
involved,common word
involvement,common word
inwardly,common adverb
iron,common word
irritably,common adverb
island,common word
issue,common word
it,common word
item,common word
its,determiner
itself,common word
jacket,common word
jail,common word
january,calendar
jealously,common adverb
jet,common word
job,
job,common word
join,common word
joint,common word
joke,common word
journal,common word
journalist,common word
journey,common word
jovially,common adverb
joy,common word
joyfully,common adverb
joyously,common adverb
jubilantly,common adverb
judge,common word
judgment,common word
juice,common word
july,calendar
jump,common word
june,calendar
junior,common word
jury,common word
just,common adverb
justice,common word
justify,common word
justly,common adverb
keenly,common adverb
keep,common word
key,common word
kick,common word
kid,common word
kiddingly,common adverb
kill,common word
killer,common word
killing,common word
kind,common word
kindly,common adverb
king,common word
kiss,common word
kitchen,common word
knavishly,common adverb
knee,common word
knew,common verb
knife,common word
knock,common word
know,common verb
know,common word
knowing,common verb
knowingly,common adverb
knowledge,common word
knowledgeably,common adverb
known,common verb
lab,common word
label,common word
labor,common word
laboratory,common word
lack,common word
lady,common word
lake,common word
land,common word
landscape,common word
language,common word
lap,common word
large,common word
largely,common word
last,common word
late,common word
later,common adverb
latter,common word
laugh,common word
launch,common word
law,common word
lawn,common word
lawsuit,common word
lawyer,common word
lay,common word
layer,common word
lazily,common adverb
lead,common word
leader,common word
leadership,common word
leading,common word
leaf,common word
league,common word
lean,common word
learn,common word
learning,common word
least,common word
leather,common word
leave,common word
left,common word
leg,common word
legacy,common word
legal,common word
legend,common word
legislation,common word
legitimate,common word
lemon,common word
length,common word
less,common adverb
lesson,common word
let,common word
letter,common word
level,common word
liberal,common word
library,common word
license,common word
lie,common word
life,common word
lifestyle,common word
lifetime,common word
lift,common word
light,common word
lightly,common adverb
like,preposition
likely,common adverb
limit,common word
limitation,common word
limited,common word
line,common word
link,common word
lip,common word
list,common word
listen,common word
literally,common word
literary,common word
literature,common word
little,common word
live,common word
lively,common adverb
living,common word
load,common word
loan,common word
local,common word
locate,common word
location,common word
lock,common word
loftily,common adverb
long,common word
long-term,common word
longingly,common adverb
look,common verb
look,common word
looked,common verb
looking,common verb
loose,common word
loosely,common adverb
lose,common word
loss,common word
lost,common word
lot,common word
lots,common word
loud,common word
loudly,common adverb
love,common word
lovely,common word
lover,common word
lovingly,common adverb
low,common word
lower,common word
loyally,common adverb
luck,common word
luckily,common adverb
lucky,common word
lunch,common word
lung,common word
machine,common word
mad,common word
made,common verb
madly,common adverb
magazine,common word
magnitude,
mail,common word
main,common word
mainly,common word
maintain,common word
maintenance,common word
majestically,common adverb
major,common word
majority,common word
make,common verb
make,common word
maker,common word
makeup,common word
making,common verb
male,common word
mall,common word
man,common word
manage,common word
management,common word
manager,common word
manner,common word
manufacturer,common word
manufacturing,common word
many,determiner
map,common word
march,calendar
margin,common word
mark,common word
market,common word
marketing,common word
marriage,common word
married,common word
marry,common word
mask,common word
mass,common word
massive,common word
master,common word
match,common word
material,common word
math,common word
matter,common word
may,calendar
maybe,common word
mayor,common word
me,common word
meal,common word
mean,common word
meaning,common word
meaningfully,common adverb
meanwhile,common word
measure,common word
measurement,common word
meat,common word
mechanically,common adverb
mechanism,common word
media,common word
medical,common word
medication,common word
medicine,common word
medium,common word
meet,common word
meeting,common word
member,common word
membership,common word
memory,common word
mental,common word
mention,common word
menu,common word
mere,common word
merely,common word
merrily,common adverb
mess,common word
message,common word
metal,common word
meter,common word
method,common word
middle,
middle,common word
might,common word
military,common word
milk,common word
million,common word
mind,common word
mine,common word
minister,common word
minor,common word
minority,common word
minus,preposition
minute,common word
miracle,common word
mirror,common word
miserably,common adverb
miss,common word
missile,common word
mission,common word
mistake,common word
mix,common word
mixture,common word
mm-hmm,common word
mockingly,common adverb
mode,common word
model,common word
moderate,common word
modern,common word
modest,common word
modular,common word
mom,common word
moment,common word
monday,calendar
money,common word
monitor,common word
month,common word
mood,common word
moon,common word
moral,common word
more,common adverb
moreover,common word
morning,common word
mortally,common adverb
mortgage,common word
most,determiner
mostly,common word
mother,common word
motion,common word
motivation,common word
motor,common word
mount,common word
mountain,common word
mouse,common word
mouth,common word
move,common word
movement,common word
movie,common word
much,determiner
multiple,common word
murder,common word
muscle,common word
museum,common word
music,common word
musical,common word
musician,common word
must,common word
mutual,common word
my,determiner
myself,common word
mysteriously,common adverb
mystery,common word
myth,common word
n't,common word
naked,common word
name,common word
narrative,common word
narrow,common word
nation,common word
national,common word
native,common word
natural,common word
naturally,common adverb
nature,common word
near,preposition
nearby,common word
nearly,common adverb
necessarily,common word
necessary,common word
neck,common word
need,common verb
need,common word
needed,common verb
needing,common verb
negative,common word
negotiate,common word
negotiation,common word
neighbor,common word
neighborhood,common word
neither,determiner
nerve,common word
nervous,common word
nervously,common adverb
net,common word
network,common word
never,common adverb
nevertheless,common adverb
new,common word
newly,common word
news,common word
newspaper,common word
next to,preposition
next,common word
nice,common word
nicely,common adverb
night,common word
nine,common word
no,common word
nobody,common word
nod,common word
noise,common word
noisily,common adverb
nomination,common word
none,common word
nonetheless,common adverb
nor,common word
normal,common word
normally,common adverb
north,common word
northern,common word
nose,common word
not,common word
note,common word
nothing,common word
notice,common word
notion,common word
notwithstanding,preposition
novel,common word
november,calendar
now,common adverb
nowhere,common word
nuclear,common word
number,common word
numerous,common word
nurse,common word
nut,common word
obediently,common adverb
object,common word
objective,common word
obligation,common word
observation,common word
observe,common word
observer,common word
obtain,common word
obvious,common word
obviously,common word
occasion,common word
occasionally,common adverb
occupation,common word
occupy,common word
occur,common word
ocean,common word
october,calendar
odd,common word
oddly,common adverb
odds,common word
of,preposition
off,preposition
offense,common word
offensive,common word
offensively,common adverb
offer,common word
office,common word
officer,common word
official,common word
officially,common adverb
often,common adverb
oh,common word
oil,common word
ok,common word
okay,common word
old,common word
on account of,preposition
on behalf of,preposition
on occasion,common adverb
on top of,preposition
on,preposition
once,common word
one,common word
ongoing,common word
onion,common word
online,common word
only,common adverb
onto,preposition
open,common word
opening,common word
openly,common adverb
operate,common word
operating,common word
operation,common word
operator,common word
opinion,common word
opponent,common word
opportunity,common word
oppose,common word
opposite,preposition
opposition,common word
optimistically,common adverb
option,common word
or,common word
orange,common word
order,common word
ordinary,common word
organic,common word
organization,common word
organize,common word
orientation,common word
origin,common word
original,common word
originally,common word
other,determiner
others,common word
otherwise,common word
ought,common word
our,determiner
ourselves,common word
out of,preposition
out,preposition
outcome,common word
outside,preposition
oven,common word
over,preposition
overall,common word
overcome,common word
overlook,common word
owe,common word
own,common word
owner,common word
pace,common word
pack,common word
package,common word
page,common word
pain,common word
painful,common word
painfully,common adverb
paint,common word
painter,common word
painting,common word
pair,common word
pale,common word
palm,common word
pan,common word
panel,common word
pant,common word
paper,common word
parent,common word
park,common word
parking,common word
part,common word
participant,common word
participate,common word
participation,common word
particular,common word
particularly,common word
partly,common word
partner,common word
partnership,common word
party,common word
pass,common word
passage,common word
passenger,common word
passion,common word
past,preposition
patch,common word
path,common word
patient,common word
patiently,common adverb
pattern,common word
pause,common word
pay,common word
payment,common word
peace,common word
peak,common word
peer,common word
penalty,common word
people,common word
pepper,common word
per,common word
perceive,common word
percentage,common word
perception,common word
perfect,common word
perfectly,common adverb
perform,common word
performance,common word
perhaps,common word
period,common word
permanent,common word
permission,common word
permit,common word
person,common word
personal,common word
personality,common word
personally,common word
personnel,common word
perspective,common word
persuade,common word
pet,common word
phase,common word
phenomenon,common word
philosophy,common word
phone,common word
photo,common word
photograph,common word
photographer,common word
phrase,common word
physical,common word
physically,common adverb
physician,common word
piano,common word
pick,common word
picture,common word
pie,common word
piece,common word
pile,common word
pilot,common word
pine,common word
pink,common word
pipe,common word
pitch,common word
place,common word
plan,common word
plane,common word
planet,common word
planning,common word
plant,common word
plastic,common word
plate,common word
platform,common word
play,common word
player,common word
playfully,common adverb
please,common word
pleasure,common word
plenty,common word
plot,common word
plus,preposition
pocket,common word
point,common word
pole,common word
police,common word
policy,common word
politely,common adverb
political,common word
politically,common word
politician,common word
politics,common word
poll,common word
pollution,common word
pool,common word
poor,common word
poorly,common adverb
pop,common word
popular,common word
population,common word
porch,common word
port,common word
portion,common word
portrait,common word
portray,common word
pose,common word
position,common word
positive,common word
possess,common word
possibility,common word
possible,common word
possibly,common word
post,common word
pot,common word
potato,common word
potential,common word
potentially,common adverb
