id,label,count,relevant,event
Q2574750,citrus fruit,12,,
Q67639546,historical society museum,12,,
Q1146594,Los Angeles Times Book Prize,12,,
Q7309213,Regional flood defence committee,12,,
Q42962,oil,12,,
Q108460598,jatropholane diterpenoid,12,,
Q108800422,"3',6,8C-triprenylisoflavone",12,,
Q109379260,homospermidine,12,,
Q108700348,27-norcholestane steroid,12,,
Q108303939,modhephanes,12,,
Q1827035,lentil soup,12,,
Q52260246,scientific event,12,,1
Q1127296,canteen,12,,
Q734844,laurel wreath,12,,
Q11682240,gouge,12,,
Q535067,sauce boat,12,,
Q3715160,suiting,12,,
Q2160801,skirt,12,,
Q100165825,JSB1000 Sugo Race,12,,
Q106491314,community district of Manhattan,12,,
Q106626947,Subway 3-Stage Race,12,,
Q5739210,heritage tree,12,,
Q55594385,dictionary of a specific language,12,,
Q144334,printing press,12,,
Q581851,thermographic camera,12,,
Q6675524,Lookout tree,12,,
Q15268054,cell therapy,12,,
Q957373,Tallinn–Tartu GP,12,,
Q3084232,polypeptide,12,,
Q5504601,fringe theory,12,,
Q106611381,jewellery shop chain,12,,
Q170382,revolver,12,,
Q88789639,artistic profession,12,,
Q68773434,center,12,,
Q109772990,sign specification,12,,
Q3002774,health crisis,12,,
Q1317634,cauldron,12,,
Q919525,British Independent Film Awards,12,,
Q109382325,provincial government in Saudi Arabia,12,,
Q54957935,Tour de Kosova,12,,
Q98968256,eye hospital,12,,
Q459975,IJF World Tour Japan,12,,
Q56119332,tweet,12,,
Q110362715,Durchhaus-passage,12,,
Q107628485,lesbian literary award,12,,
Q110592251,iTunes TV Shows genre,12,,
Q9053464,costume,12,,
Q17354256,Madagascan national road cycling championships,12,,
Q30753236,Tour of Guam,12,,
Q110637772,Ambassador to the Imperial China,12,,
Q91330089,executive committee of the Rural Council of Deputies,12,,
Q638,music,12,,
Q17354265,Saint Lucia national road cycling championships,12,,
Q111252414,Swedish Senior Badminton Championships O60,12,,
Q85632032,urban district of Rhineland-Palatinate,12,,
Q17302772,rural district of Saxony-Anhalt,12,,
Q60137545,cosmological epoch,12,,
Q4057820,administrative okrug of Moscow,12,,
Q79323854,city of oblast subordinance,12,,
Q2463207,authoring system,12,,
Q16605146,potassium salt,12,,
Q19644409,Kreis (city of Zürich),12,,
Q25435571,1930 FIFA World Cup team,12,,
Q867567,governorate of Jordan,12,,
Q18454915,pentadecagonal number,12,,
Q239072,Georgia in the Eurovision Song Contest,12,,
Q105370186,tourism region of Slovakia,12,,
Q752106,legislature broadcaster,12,,
Q320803,German Athletics Championships,12,,1
Q1474320,statistical region of Slovenia,12,,
Q858012,beer hall,12,,
Q1003607,Bulgaria Open Badminton Championships,12,,1
Q1423891,minister,12,,
Q20488229,natural park in Cameroon,12,,
Q1023097,CD ripper,12,,
Q11573504,Q11573504,12,,
Q1933955,breechloader,12,,
Q567521,commercial company,12,,
Q1654395,IRC network,12,,
Q36169996,volcanological museum,12,,
Q13494477,guided bomb,12,,
Q13424425,woodland cemetery,12,,
Q7832904,train robbery,12,,
Q3174349,astrological symbol,12,,
Q13629441,electric vehicle,12,,
Q282144,Who's Who,12,,
Q505815,Trappist beer,12,,
Q868250,WWE No Way Out,12,,
Q127583,sapphire,12,,
Q17260562,department of Gran Colombia,12,,
Q3102603,pays de Bretagne,12,,
Q3116478,Salt cellar,12,,
Q22442768,Togolese parliamentary election,12,,1
Q225463,Golden Gala,12,,
Q64827,San Marino CEPU Open,12,,
Q3587589,election to the Assembly of Madrid,12,,1
Q522661,Isle of Man TT,12,,
Q3786468,Homo magi,12,,
Q108437325,dance by region,12,,
Q932586,filmmaking,12,,
Q1148315,state-owned enterprise of New Zealand,12,,
Q8774346,Q8774346,12,,
Q638608,software development,12,,
Q42918,mutation,12,,
Q33189721,Howe truss bridge,12,,
Q624232,National Historic Landmark,12,,
Q1743247,redundant church,12,,
Q2207959,masque,12,,
Q25369324,Guyanese general election,12,,1
Q67101072,transport protein family,12,,
Q219858,zone,12,,
Q207707,choir,12,,
Q66221,computer data storage,12,,
Q11369,molecule,12,,
Q1412386,fictional brand,12,,
Q275934,tokusatsu,12,,
Q65938634,quality control method,12,,
Q56651566,measure of forecasting quality,12,,
Q3294320,Marketing board,12,,
Q7139410,parole board,12,,
Q54505,quantum field theory,12,,
Q3573839,comarca of Soria Province,12,,
Q28134845,dating app,12,,
Q31180853,community bus,12,,
Q747948,hex editor,12,,
Q2304773,harvest festival,12,,1
Q354341,colony,12,,
Q26958712,astronomical museum,12,,
Q1478378,economic research institute,12,,
Q169560,caravel,12,,
Q685320,municipality of Qatar,12,,
Q334486,mother goddess,12,,
Q3652329,UCI Road World Championships – Junior women's road race,12,,1
Q107736918,series of concerts,12,,
Q2053928,Giro del Belvedere,12,,
Q13425838,Israel International Junior Badminton Championships,12,,1
Q216169,execution by firing squad,12,,
Q6642845,gisant,12,,
Q845643,region of Morocco,12,,
Q2601792,Dutch cabinet formation,12,,
Q5753347,Carpathian Couriers Race,12,,
Q136269,ZLM Tour,12,,
Q658806,Swiss Cup,12,,
Q26944989,forestry museum,12,,
Q193206,anecdote,12,,
Q5276457,dihydroxyanthraquinone,12,,
Q2289223,floppy disk format,12,,
Q843152,list of lights,12,,
Q66125160,Wikidata property related to rock and metal,12,,
Q26868851,softball field,12,,
Q47090541,LSWR Canute class,12,,
Q35243371,Appendix:TOC,12,,
Q58148313,Q58148313,12,,
Q14863107,cytokine-mediated signaling pathway,12,,
Q19358292,Government of Cyprus Republic,12,,
Q15334263,mRNA export from nucleus,12,,
Q7857,toilet,12,,
Q57882513,online code of conduct,12,,
Q59728043,ward of the Ekeremor legislative council,12,,
Q59727946,ward of the Abuja Municipal (Amac) legislative council,12,,
Q5132095,Cleveland Classic,12,,
Q917641,open-source film,12,,
Q5090632,chemotherapy regimen,12,,
Q500430,dual role,12,,
Q59668787,pine tree,12,,
Q66372706,haunted house,12,,
Q245115,zwitterion,12,,
Q75796412,"2' 6"" gauge steam locomotive",12,,
Q94084,visiting professor,12,,
Q268082,Romulan,12,,
Q808574,baroque trumpet,12,,
Q899514,backwater,12,,
Q4688879,romantic orientation,12,,
Q100793538,loop-de-loop,12,,
Q14916421,viral protein processing,12,,
Q6974707,National Outdoor Book Awards,12,,
Q107080092,Norsk Melodi Grand Prix entry,12,,
Q106491323,community district of the Bronx,12,,
Q106493547,Cheirolepis trailli,12,,
Q104539563,cell state,12,,
Q30121,pasture,12,,
Q107691783,Regional Park,12,,
Q5283559,district of the Democratic Republic of the Congo,12,,
Q494497,Nazi roundup,12,,
Q2933978,radio play genre,12,,
Q6583019,rugby union position,12,,
Q319608,address,12,,
Q3112604,Government of the Democratic Republic of the Congo,12,,
Q14855244,Rowing at the Mediterranean Games,12,,
Q15544757,science software,12,,
Q89825954,Buran-class orbiter,12,,
Q63978866,fleet,12,,
Q16744001,noble,12,,
Q56257021,veterinary college,12,,
Q118322,involuntary manslaughter,12,,
Q11924608,Spanish Motocross 250cc Grand Prix,12,,
Q28859136,railway franchise,12,,
Q1226471,schepenbank,12,,
Q3574586,Croatia–Slovenia,12,,
Q27564320,fictional koala,12,,
Q1094813,pochette,12,,
Q847462,buffet,12,,
Q108137961,phytane diterpene,12,,
Q5436779,fashion line,12,,
Q2142760,colloquy,12,,
Q61045902,mesoregion (Hungary),12,,
Q1335143,valve gear,12,,
Q107782629,leather bar,12,,
Q2499178,cloud database,12,,
Q66118361,Wikidata property to identify record labels,12,,
Q103959533,Charters of Pierre Ist Mauclerc of Brittany,12,,
Q842112,socialist state,11,,
Q512187,federal republic,11,,
Q3361361,Palazzo della Ragione,11,,
Q2612572,grade,11,,
Q1492823,ecclesiastical district,11,,
Q28692646,artificial island airport,11,,
Q816425,surveying,11,,
Q1210300,mkhare,11,,
Q110550696,Q110550696,11,,
Q60668879,fictional motorcycle,11,,
Q25283,Bion,11,,
Q108161738,branch of education,11,,
Q782614,autonomous region,11,,
Q24284226,agricultural deity,11,,
Q692581,holy city,11,,
Q12134916,centre of oblast,11,,
Q286300,dress code,11,,
Q178342,archangel,11,,
Q15704878,television programming,11,,
Q6472,stellar evolution,11,,
Q43136500,piano duo,11,,
Q217175,architectural order,11,,
Q190967,Crusader states,11,,
Q1144345,volcanic plateau,11,,
Q671370,general governorate of the Russian Empire,11,,
Q1569963,armed merchantman,11,,
Q408683,mineral acid,11,,
Q1645817,streaming server,11,,
Q912618,canal inclined plane,11,,
Q655593,emporia,11,,
Q5662019,women's wing,11,,
Q172839,photographic process,11,,
Q389581,triennale,11,,
Q211450,closed city,11,,
Q339230,kolk,11,,
Q460338,imperial circle of the Holy Roman Empire,11,,
Q4994515,file sharing software,11,,
Q3365965,parish of Guernsey,11,,
Q56557664,şəhər,11,,
Q71129815,electronica duo,11,,
Q108163,proposition,11,,
Q420330,persistent identifier,11,,
Q572664,dirham,11,,
Q1093833,sample-return mission,11,,
Q53844,glycol ethers,11,,
Q44301618,Eastern Orthodox patriarchate,11,,
Q1130322,land reclamation,11,,
Q11432,gas,11,,
Q7642168,super battleship,11,,
Q30108381,cancelled,11,,
Q581830,carfree city,11,,
Q57817980,verband,11,,
Q208187,attack aircraft,11,,1
Q338,cosmology,11,,
Q17560478,executable file format,11,,
Q23810017,Decree (Catholic canon law),11,,
Q743074,region of Mali,11,,
Q1385519,incentive program of the EU,11,,
Q563787,health maintenance organization,11,,
Q955236,transboundary protected area,11,,
Q962734,migration museum,11,,
Q11744698,parliamentary grouping,11,,
Q628523,message,11,,
Q911922,colourant,11,,
Q5124659,Joint-use airport,11,,
Q64995433,sulfate salt,11,,
Q205663,process,11,,
Q28491520,type of business entity in Belgium,11,,
Q859170,color scheme,11,,
Q64588497,accounting term,11,,
Q86920,text file,11,,
Q1188986,phase,11,,
Q3192420,network information center,11,,
Q588145,distributed operating system,11,,
Q367035,address book,11,,
Q103907369,biogenic substance type,11,,
Q1760704,withdrawal,11,,
Q3032116,district of the canton of Aargau,11,,
Q3822604,roman mausoleum,11,,
Q641078,governorate of Oman,11,,
Q15079132,Christian prayer,11,,
Q1631888,parish of Barbados,11,,
Q108395614,volleyball club,11,,
Q11976924,Enanancia severa,11,,
Q931483,legal fiction,11,,
Q87443571,closed border,11,,
Q1678285,Jagdgeschwader,11,,
Q1045608,prefecture,11,,
Q12202238,transformation,11,,
Q903658,demarcation line,11,,
Q976521,cryptosystem,11,,
Q29851519,cloud variety,11,,
Q18334,particle physics,11,,
Q9378373,macroeconomic indicator,11,,
Q2297714,European Athletics U23 Championships,11,,1
Q645310,Argentina International Badminton Championships,11,,1
Q3174082,base tunnel,11,,
Q187051,newspaper format,11,,
Q21078287,serial bus,11,,
Q90298876,biotechnology company,11,,
Q500669,technical process,11,,
Q998840,word play,11,,
Q20819322,tattoo style,11,,
Q1660443,navy ministry,11,,
Q206290,citation index,11,,
Q18451091,icosagonal number,11,,
Q41401699,scheduling algorithm,11,,
Q1200524,complex volcano,11,,
Q280855,astrophotography,11,,
Q7559,dragon,11,,
Q680458,critical edition,11,,
Q64693901,multi-lane serial bus,11,,
Q1402016,magic in Harry Potter,11,,
Q936635,community of practice,11,,
Q55504191,freeway network,11,,
Q106027598,journal series,11,,
Q4433740,women's national basketball team,11,,
Q47513792,engine plant,11,,
Q184452,cable television,11,,
Q2964429,L chondrite,11,,
Q1049377,Catholic liturgical rite,11,,
Q759860,entrance examination,11,,
Q55433947,unit of mass concentration,11,,
Q2845269,disk space analyzer,11,,
Q5283295,administration,11,,
Q474534,Dutch Team Badminton Championships,11,,1
Q704813,Bundesvision Song Contest,11,,
Q889842,Bodil Awards,11,,
Q18452301,octadecagonal number,11,,
Q6503924,chemical nomenclature,11,,
Q1783121,organic matter,11,,
Q1776037,balsam,11,,
Q2394680,temperature scale,11,,
Q3355775,professional order,11,,
Q18340392,different meanings of the word for the direction left,11,,
Q18032959,fictional holiday,11,,
Q107599282,shipping channel,11,,
Q1542872,Grand Slam of Darts,11,,
Q1418979,Orléans Masters,11,,1
Q2467310,UML tool,11,,
Q5617310,gulch,11,,
Q110266204,optional charter municipality of Pennsylvania,11,,
Q595968,hilltop castle,11,,
Q22298551,meteorological index,11,,
Q1046926,Japanese input method,11,,
Q828721,job function,11,,
Q89048962,half-elf in a work of fiction,11,,
Q1541735,former province of Hokkaidō,11,,
Q1929372,blood sport,11,,
Q1562052,Realgymnasium,11,,
Q43993964,deuterated compound,11,,
Q7829079,touring theatre,11,,
Q2945522,nudist community,11,,
Q2624320,United States national laboratory,11,,
Q2021268,BitTorrent tracker,11,,
Q1149061,Sprachraum,11,,
Q2933979,California Historical Landmark,11,,
Q152065,sceptre,11,,
Q17000321,Stadthalle,11,,
Q1151643,mathematical puzzle,11,,
Q42295484,zoological society,11,,
Q45107780,silent film series,11,,
Q742736,bias,11,,
Q3991146,Tiburon Challenger,11,,
Q1249529,youth radio,11,,
Q1116826,private security company,11,,
Q455315,compilation film,11,,
Q2087773,region of Guyana,11,,
Q18562479,vital record,11,,
Q2095173,jam band,11,,
Q1483833,figure used in threatening children,11,,
Q1412253,Fiji International Badminton Championships,11,,1
Q47464801,surface-to-air missile unit,11,,
Q176494,recession,11,,
Q25317703,1978 FIFA World Cup team,11,,
Q107,space,11,,
Q349084,district of England,11,,
Q99252497,octet,11,,
Q1294035,college for advanced studies,11,,
Q3233738,Golden age,11,,
Q1422653,Spitzenverband,11,,
Q44127,server,11,,
Q109121706,Q109121706,11,,
Q25261,meteorology,11,,
Q2185963,regional product,11,,
Q1468088,European Artistic Gymnastics Championships,11,,1
Q1390124,Nouméa International Badminton Championships,11,,1
Q96377522,synagogue ruin,11,,
Q53541099,royal villa,11,,
Q6008757,Ancient Roman unit of volume,11,,
Q1632327,Indonesia International Badminton Championships,11,,1
Q4290,investment,11,,
Q22669528,Central African Republic general election,11,,1
Q4530436,economics law,11,,
Q2540626,Waikato International Badminton Championships,11,,1
Q1062169,carbonaceous chondrite,11,,
Q28544871,sub-metropolitan municipality of Nepal,11,,
Q3952369,Shinto sects and schools,11,,
Q220849,digital signature,11,,
Q351113,laboratory school,11,,
Q1993562,Q1993562,11,,
Q30057137,ambassador to Armenia,11,,
Q47294999,benzoic acid salt,11,,
Q1411242,vice,11,,
Q657069,historical reenactment,11,,
Q1044551,WWE Backlash,11,,
Q1363145,municipality of Lithuania,11,,
Q29851044,sacred text of Manichaeism,11,,
Q28972120,fashion trend,11,,
Q1758614,longitudinal study,11,,
Q22669521,Burundian legislative election,11,,1
Q33129345,lower light,11,,
Q1460138,astrological planet,11,,
Q55691697,period of life of a fictional character,11,,
Q4388320,Transaction Processing Monitor,11,,
Q17166802,city municipality of Serbia,11,,
Q682386,German heavy tank battalion,11,,
Q18511800,separation,11,,
Q149882,BWF Super Series,11,,
Q15912682,animal character from Oz series,11,,
Q156351,cliché,11,,
Q1187667,3FM Serious Request,11,,
Q3687335,Council of state,11,,
Q1225300,dicastery,11,,
Q66055,fraction,11,,
Q2040803,geological era,11,,
Q20151226,international rally championship series,11,1,1
Q645745,astronomical symbol,11,,
Q11775750,public ministry,11,,
Q744026,school system,11,,
Q11901695,ancient county of Estonian region,11,,
Q30329227,department of the Illyrian Provinces,11,,
Q2617766,speed skating rink,11,,
Q3273292,professional degree,11,,
Q76998317,sailing competition,11,,
Q4931513,boat service,11,,
Q99318671,Bief (Hydraulic engineering),11,,
Q4819632,satellite campus,11,,
Q2983860,affiliated school,11,,
Q21866930,Kansas City Film Critics Circle Award,11,,
Q17189483,Climbing French Championships,11,,1
Q20656604,WTA New Jersey,11,,
Q17383262,Q17383262,11,,
Q193692,electric car,11,,
Q255592,Monaco in the Eurovision Song Contest,11,,
Q9338812,bowing,11,,
Q3068975,wave power station,11,,
Q61719000,former rugby union governing body,11,,
Q2874694,awrajja,11,,
Q2441427,Government of the Brussels-Capital Region,11,,
Q184453,bark,11,,
Q13582798,Public Scientific and Technical Research Establishment,11,,
Q1066984,financial centre,11,,
Q107026784,Q107026784,11,,
Q1144784,Véhicule Automatique Léger,11,,
Q1050739,WWE Judgment Day,11,,
Q200726,probability distribution,11,,
Q3591580,établissement public local d'enseignement,11,,
Q624083,Asura,11,,
Q579569,Diamond Games,11,,
Q844700,Brasil Open (women),11,,
Q16211218,Indian settlement,11,,
Q693797,Lumières Award,11,,
Q28872854,French Prefecture Hotel,11,,
Q2110260,biozone,11,,
Q479901,Betty Barclay Cup,11,,
Q4014176,Virginia Slims of Detroit,11,,
Q2452550,tribunal de grande instance,11,,
Q897755,explanatory dictionary,11,,
Q5335686,free trade area,11,,
Q1156016,royal elections in Poland,11,,1
Q11214,differential equation,11,,
Q55612311,gargoyle,11,,
Q1076547,knowledge market,11,,
Q299206,Donnay Indoor Championships,11,,1
Q1864226,campanile,11,,
Q3209941,policy address of Hong Kong,11,,
Q451152,Am star,11,,
Q3783722,Hawaii Open,11,,
Q66739700,rural development ministry,11,,
Q3813127,Karshi Challenger,11,,
Q184870,Boeing B-29 Superfortress,11,,
Q3353551,Lorraine Open,11,,
Q1935147,military school,11,,
Q110526701,citrus cultivar,11,,
Q171251,administrative law,11,,
Q3402326,prepositura,11,,
Q15066925,region of Augustan Italy,11,,
Q15788,rubles,11,,
Q3535487,End-of-year rugby union tests,11,,
Q56321344,motorcycle race,11,,
Q616386,Ap and Bp stars,11,,
Q3496042,security-focused operating system,11,,
Q1517904,closed joint-stock company,11,,
Q5906761,horticultural society,11,,
Q22964231,Wikidata property for human relationships,11,,
Q5183590,Creative Union of the Soviet Union,11,,
Q3497165,сollegium,11,,
Q6518187,law of Ukraine,11,,
Q4181545,Lepadella,11,,
Q1738742,Kenesa,11,,
Q20743942,lacuna,11,,
Q226008,Japanese idol,11,,
Q18352980,fictional musical instrument,11,,
Q470137,original English-language manga,11,,
